session_id,segment_id,person_slot,expected_pose,expected_subpose,expected_distance_m,expected_position,start_time_s,end_time_s,label_confidence,assigned_tid,assignment_confidence,notes,assignment_note,segment_track_rows
session_20260704_150636,leanforward_3m,left_person,SITTING,SITTING_LEAN_FORWARD,3.0,LEFT,482.480,544.262,MEDIUM,8,HIGH,simultaneous two-person left slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; left/right inferred from verified lateral ordering within this segment; mean_x_left=-1.435; mean_x_right=0.891; separation=2.327,left/right inferred from verified lateral ordering within this segment; mean_x_left=-1.435; mean_x_right=0.891; separation=2.327,1347
session_20260704_150636,leanforward_3m,right_person,SITTING,SITTING_LEAN_FORWARD,3.0,RIGHT,482.480,544.262,MEDIUM,7,HIGH,simultaneous two-person right slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; left/right inferred from verified lateral ordering within this segment; mean_x_left=-1.435; mean_x_right=0.891; separation=2.327,left/right inferred from verified lateral ordering within this segment; mean_x_left=-1.435; mean_x_right=0.891; separation=2.327,1347
session_20260704_150636,leanforward_4m,left_person,SITTING,SITTING_LEAN_FORWARD,4.0,LEFT,550.262,612.045,MEDIUM,9,LOW,simultaneous two-person left slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; two-person assignment has fewer than two tids; dominant_tid_ratio=1.000; tid_counts={9: 1003},two-person assignment has fewer than two tids; dominant_tid_ratio=1.000; tid_counts={9: 1003},1003
session_20260704_150636,leanforward_4m,right_person,SITTING,SITTING_LEAN_FORWARD,4.0,RIGHT,550.262,612.045,MEDIUM,,LOW,simultaneous two-person right slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; two-person assignment has fewer than two tids,two-person assignment has fewer than two tids,1003
session_20260704_150636,leanforward_5m,left_person,SITTING,SITTING_LEAN_FORWARD,5.0,LEFT,618.045,679.828,MEDIUM,9,LOW,simultaneous two-person left slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; two-person assignment has fewer than two tids; dominant_tid_ratio=1.000; tid_counts={9: 1124},two-person assignment has fewer than two tids; dominant_tid_ratio=1.000; tid_counts={9: 1124},1124
session_20260704_150636,leanforward_5m,right_person,SITTING,SITTING_LEAN_FORWARD,5.0,RIGHT,618.045,679.828,MEDIUM,,LOW,simultaneous two-person right slot; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; two-person assignment has fewer than two tids,two-person assignment has fewer than two tids,1124
session_20260704_152302,standing_1m,center,STANDING,STANDING,1.0,CENTER,8.000,76.297,MEDIUM,0,HIGH,"single person center/front; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.997; tid_counts={0: 1242, 1: 4}","dominant_tid_ratio=0.997; tid_counts={0: 1242, 1: 4}",1246
session_20260704_152302,standing_2m,center,STANDING,STANDING,2.0,CENTER,82.297,150.594,MEDIUM,0,HIGH,single person center/front; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1239},dominant_tid_ratio=1.000; tid_counts={0: 1239},1239
session_20260704_152302,standing_3m,center,STANDING,STANDING,3.0,CENTER,156.594,224.891,MEDIUM,0,HIGH,single person center/front; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1240},dominant_tid_ratio=1.000; tid_counts={0: 1240},1240
session_20260704_152302,standing_4m,center,STANDING,STANDING,4.0,CENTER,230.891,299.187,MEDIUM,0,HIGH,single person center/front; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1241},dominant_tid_ratio=1.000; tid_counts={0: 1241},1241
session_20260704_152302,standing_5m,center,STANDING,STANDING,5.0,CENTER,305.187,373.484,MEDIUM,0,HIGH,single person center/front; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 817},dominant_tid_ratio=1.000; tid_counts={0: 817},817
session_20260704_152302,leanback_1m,center,SITTING,SITTING_LEAN_BACK,1.0,CENTER,379.484,447.781,MEDIUM,2,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1241},dominant_tid_ratio=1.000; tid_counts={2: 1241},1241
session_20260704_152302,leanback_2m,center,SITTING,SITTING_LEAN_BACK,2.0,CENTER,453.781,522.078,MEDIUM,2,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1242},dominant_tid_ratio=1.000; tid_counts={2: 1242},1242
session_20260704_152302,leanback_3m,center,SITTING,SITTING_LEAN_BACK,3.0,CENTER,528.078,596.375,MEDIUM,2,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1242},dominant_tid_ratio=1.000; tid_counts={2: 1242},1242
session_20260704_152302,leanback_4m,center,SITTING,SITTING_LEAN_BACK,4.0,CENTER,602.375,670.672,MEDIUM,2,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 823},dominant_tid_ratio=1.000; tid_counts={2: 823},823
session_20260704_152302,leanback_5m,center,SITTING,SITTING_LEAN_BACK,5.0,CENTER,676.672,744.968,MEDIUM,3,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={3: 648},dominant_tid_ratio=1.000; tid_counts={3: 648},648
session_20260704_152302,upright_1m,center,SITTING,SITTING_UPRIGHT,1.0,CENTER,750.968,819.265,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 771},dominant_tid_ratio=1.000; tid_counts={4: 771},771
session_20260704_152302,upright_2m,center,SITTING,SITTING_UPRIGHT,2.0,CENTER,825.265,893.562,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1242},dominant_tid_ratio=1.000; tid_counts={4: 1242},1242
session_20260704_152302,upright_3m,center,SITTING,SITTING_UPRIGHT,3.0,CENTER,899.562,967.859,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1242},dominant_tid_ratio=1.000; tid_counts={4: 1242},1242
session_20260704_152302,upright_4m,center,SITTING,SITTING_UPRIGHT,4.0,CENTER,973.859,1042.156,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1242},dominant_tid_ratio=1.000; tid_counts={4: 1242},1242
session_20260704_152302,upright_5m,center,SITTING,SITTING_UPRIGHT,5.0,CENTER,1048.156,1116.453,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1241},dominant_tid_ratio=1.000; tid_counts={4: 1241},1241
session_20260704_152302,leanforward_1m,center,SITTING,SITTING_LEAN_FORWARD,1.0,CENTER,1122.453,1190.750,MEDIUM,4,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 68},dominant_tid_ratio=1.000; tid_counts={4: 68},68
session_20260704_152302,leanforward_2m,center,SITTING,SITTING_LEAN_FORWARD,2.0,CENTER,1196.750,1265.046,MEDIUM,5,HIGH,"single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.967; tid_counts={5: 208, 6: 7}","dominant_tid_ratio=0.967; tid_counts={5: 208, 6: 7}",215
session_20260704_152302,leanforward_3m,center,SITTING,SITTING_LEAN_FORWARD,3.0,CENTER,1271.046,1339.343,MEDIUM,7,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={7: 1110},dominant_tid_ratio=1.000; tid_counts={7: 1110},1110
session_20260704_152302,leanforward_4m,center,SITTING,SITTING_LEAN_FORWARD,4.0,CENTER,1345.343,1413.640,MEDIUM,7,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={7: 1239},dominant_tid_ratio=1.000; tid_counts={7: 1239},1239
session_20260704_152302,leanforward_5m,center,SITTING,SITTING_LEAN_FORWARD,5.0,CENTER,1419.640,1487.937,MEDIUM,7,HIGH,single person center/front sitting subtype; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={7: 1242},dominant_tid_ratio=1.000; tid_counts={7: 1242},1242
session_20260706_173741,standing_center_1m,center,STANDING,STANDING,1.0,CENTER,8.000,69.183,MEDIUM,0,HIGH,standing center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1113},dominant_tid_ratio=1.000; tid_counts={0: 1113},1113
session_20260706_173741,standing_center_2m,center,STANDING,STANDING,2.0,CENTER,75.183,136.367,MEDIUM,0,HIGH,standing center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1112},dominant_tid_ratio=1.000; tid_counts={0: 1112},1112
session_20260706_173741,standing_center_3m,center,STANDING,STANDING,3.0,CENTER,142.367,203.550,MEDIUM,0,HIGH,standing center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1113},dominant_tid_ratio=1.000; tid_counts={0: 1113},1113
session_20260706_173741,standing_center_4m,center,STANDING,STANDING,4.0,CENTER,209.550,270.733,MEDIUM,0,HIGH,standing center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1112},dominant_tid_ratio=1.000; tid_counts={0: 1112},1112
session_20260706_173741,standing_center_5m,center,STANDING,STANDING,5.0,CENTER,276.733,337.917,MEDIUM,1,MEDIUM,"standing center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.513; tid_counts={0: 492, 1: 519}","dominant_tid_ratio=0.513; tid_counts={0: 492, 1: 519}",1011
session_20260706_173741,standing_right_1m,right,STANDING,STANDING,1.0,RIGHT,343.917,405.100,MEDIUM,2,MEDIUM,"standing right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.725; tid_counts={1: 410, 2: 1080}","dominant_tid_ratio=0.725; tid_counts={1: 410, 2: 1080}",1490
session_20260706_173741,standing_right_2m,right,STANDING,STANDING,2.0,RIGHT,411.100,472.283,MEDIUM,2,HIGH,standing right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1146},dominant_tid_ratio=1.000; tid_counts={2: 1146},1146
session_20260706_173741,standing_right_3m,right,STANDING,STANDING,3.0,RIGHT,478.283,539.467,MEDIUM,2,HIGH,standing right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1113},dominant_tid_ratio=1.000; tid_counts={2: 1113},1113
session_20260706_173741,standing_right_4m,right,STANDING,STANDING,4.0,RIGHT,545.467,606.650,MEDIUM,2,HIGH,standing right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1112},dominant_tid_ratio=1.000; tid_counts={2: 1112},1112
session_20260706_173741,standing_right_5m,right,STANDING,STANDING,5.0,RIGHT,612.650,673.833,MEDIUM,2,HIGH,standing right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1112},dominant_tid_ratio=1.000; tid_counts={2: 1112},1112
session_20260706_173741,standing_left_1m,left,STANDING,STANDING,1.0,LEFT,679.833,741.017,MEDIUM,2,HIGH,standing left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1114},dominant_tid_ratio=1.000; tid_counts={2: 1114},1114
session_20260706_173741,standing_left_2m,left,STANDING,STANDING,2.0,LEFT,747.017,808.200,MEDIUM,2,HIGH,standing left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1112},dominant_tid_ratio=1.000; tid_counts={2: 1112},1112
session_20260706_173741,standing_left_3m,left,STANDING,STANDING,3.0,LEFT,814.200,875.383,MEDIUM,2,HIGH,standing left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1113},dominant_tid_ratio=1.000; tid_counts={2: 1113},1113
session_20260706_173741,standing_left_4m,left,STANDING,STANDING,4.0,LEFT,881.383,942.567,MEDIUM,2,HIGH,standing left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1113},dominant_tid_ratio=1.000; tid_counts={2: 1113},1113
session_20260706_173741,standing_left_5m,left,STANDING,STANDING,5.0,LEFT,948.567,1009.750,MEDIUM,2,HIGH,standing left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1113},dominant_tid_ratio=1.000; tid_counts={2: 1113},1113
session_20260706_175519,leanback_center_1m,center,SITTING,SITTING_LEAN_BACK,1.0,CENTER,8.000,72.316,MEDIUM,0,HIGH,sitting lean-back center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1169},dominant_tid_ratio=1.000; tid_counts={0: 1169},1169
session_20260706_175519,leanback_center_2m,center,SITTING,SITTING_LEAN_BACK,2.0,CENTER,78.316,142.631,MEDIUM,0,HIGH,sitting lean-back center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1169},dominant_tid_ratio=1.000; tid_counts={0: 1169},1169
session_20260706_175519,leanback_center_3m,center,SITTING,SITTING_LEAN_BACK,3.0,CENTER,148.631,212.947,MEDIUM,0,HIGH,sitting lean-back center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1169},dominant_tid_ratio=1.000; tid_counts={0: 1169},1169
session_20260706_175519,leanback_center_4m,center,SITTING,SITTING_LEAN_BACK,4.0,CENTER,218.947,283.263,MEDIUM,0,HIGH,sitting lean-back center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 1169},dominant_tid_ratio=1.000; tid_counts={0: 1169},1169
session_20260706_175519,leanback_center_5m,center,SITTING,SITTING_LEAN_BACK,5.0,CENTER,289.263,353.578,MEDIUM,0,HIGH,sitting lean-back center side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={0: 868},dominant_tid_ratio=1.000; tid_counts={0: 868},868
session_20260706_175519,leanback_right_1m,right,SITTING,SITTING_LEAN_BACK,1.0,RIGHT,359.578,423.894,MEDIUM,2,HIGH,"sitting lean-back right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.984; tid_counts={1: 12, 2: 718}","dominant_tid_ratio=0.984; tid_counts={1: 12, 2: 718}",730
session_20260706_175519,leanback_right_2m,right,SITTING,SITTING_LEAN_BACK,2.0,RIGHT,429.894,494.210,MEDIUM,2,HIGH,sitting lean-back right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1171},dominant_tid_ratio=1.000; tid_counts={2: 1171},1171
session_20260706_175519,leanback_right_3m,right,SITTING,SITTING_LEAN_BACK,3.0,RIGHT,500.210,564.525,MEDIUM,2,HIGH,sitting lean-back right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={2: 1169},dominant_tid_ratio=1.000; tid_counts={2: 1169},1169
session_20260706_175519,leanback_right_4m,right,SITTING,SITTING_LEAN_BACK,4.0,RIGHT,570.525,634.841,MEDIUM,3,HIGH,"sitting lean-back right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.964; tid_counts={2: 26, 3: 706}","dominant_tid_ratio=0.964; tid_counts={2: 26, 3: 706}",732
session_20260706_175519,leanback_right_5m,right,SITTING,SITTING_LEAN_BACK,5.0,RIGHT,640.841,705.157,MEDIUM,3,HIGH,sitting lean-back right side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={3: 1170},dominant_tid_ratio=1.000; tid_counts={3: 1170},1170
session_20260706_175519,leanback_left_1m,left,SITTING,SITTING_LEAN_BACK,1.0,LEFT,711.157,775.472,MEDIUM,4,HIGH,"sitting lean-back left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.831; tid_counts={3: 130, 4: 638}","dominant_tid_ratio=0.831; tid_counts={3: 130, 4: 638}",768
session_20260706_175519,leanback_left_2m,left,SITTING,SITTING_LEAN_BACK,2.0,LEFT,781.472,845.788,MEDIUM,4,HIGH,sitting lean-back left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1169},dominant_tid_ratio=1.000; tid_counts={4: 1169},1169
session_20260706_175519,leanback_left_3m,left,SITTING,SITTING_LEAN_BACK,3.0,LEFT,851.788,916.104,MEDIUM,4,HIGH,sitting lean-back left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=1.000; tid_counts={4: 1169},dominant_tid_ratio=1.000; tid_counts={4: 1169},1169
session_20260706_175519,leanback_left_4m,left,SITTING,SITTING_LEAN_BACK,4.0,LEFT,922.104,986.419,MEDIUM,6,HIGH,"sitting lean-back left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.786; tid_counts={4: 182, 5: 8, 6: 698}","dominant_tid_ratio=0.786; tid_counts={4: 182, 5: 8, 6: 698}",888
session_20260706_175519,leanback_left_5m,left,SITTING,SITTING_LEAN_BACK,5.0,LEFT,992.419,1056.735,MEDIUM,7,MEDIUM,"sitting lean-back left side; protocol_order_time_fallback; start/end inferred from protocol order; no manual segment timing file; dominant_tid_ratio=0.745; tid_counts={6: 148, 7: 433}","dominant_tid_ratio=0.745; tid_counts={6: 148, 7: 433}",581
